dataset,split,video_id,rel_path,label_video,generator,source_face,ext
CelebDF-v2,train,ffa26d15f6306f0b,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,7199a8ec0ec69700,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e67ebbda49396110,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,eb95416ad595320c,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,b0b61f416aa4b6f3,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,169e3b8a299cb532,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,2b7ca517d5b250ce,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f1ca2bca33481ee7,video-data/celebdf_v2/Celeb-synthesis/id17_id30_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,6ce204e6e565217a,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,c5d73030a0450c77,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,6cb8498914a03b18,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,a719fd8143ce5a82,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,cf0450f93cb7fc60,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,c31897f2989db564,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,5dcbd385fd9196c4,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,af4bc85492595bf9,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,42a15158a5b4538b,video-data/celebdf_v2/Celeb-synthesis/id17_id31_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,a566c4e44e3d5202,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,ca171aac93df5515,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,4e9528ab2bba779f,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,09dfee8d68dbb095,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,66d501f5ae218dcb,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,74da6abbbc271c77,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,8897ec5d0d18040c,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,66e8e1ec831bef55,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f3ffad15c5c40198,video-data/celebdf_v2/Celeb-synthesis/id17_id35_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,2c3b938a150fac3e,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,bc0ae8a0b8efd919,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,0de178ad5d85f2ad,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,894e9545b4b9d38f,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,b8998bb1c8c9678e,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,43feaec5783c89fe,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,eeee1151fc64872d,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,dd33a143a5ea82f7,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,0bb8e1234e49132a,video-data/celebdf_v2/Celeb-synthesis/id17_id37_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,69aca4276915681a,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f8e4a6c55ead6feb,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,a5cea6923488822f,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,80122dd1c065c830,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,ba4de02115f91c55,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f19574ddd8136ce0,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,8b32ff119cb3b9bc,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,d4b959a8601179e6,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,fb6eaf373fc2f4cc,video-data/celebdf_v2/Celeb-synthesis/id17_id3_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,41c5ec424e32284b,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,294fef5f4d9827d7,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,24a2651257c573e8,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,b638ae3cdbb68bdf,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f537c4c3f3abd27f,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,092f0d7c2996f374,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,6ec2695db6d0f0a8,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,0e427bf6cfbc4845,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e3a7ca7c32d18b41,video-data/celebdf_v2/Celeb-synthesis/id17_id6_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,3583eda61d19beae,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e612f158c54b5a8b,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,b9bf1ec9ad595404,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,72e5d41023d53b96,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,2526bb820b4aeb42,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,acfacdf08f32ea39,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e8caa8d273213180,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,caf5c7cd5368803c,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,1de64af10ea2cfed,video-data/celebdf_v2/Celeb-synthesis/id17_id9_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,552da44241debe60,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,eb166d691d63badb,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,1a9e6fca250a12e9,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,ec42de87656cd307,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,9f37cdbe8baa719a,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,204d2e3cc7163f69,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,d25235949f531245,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,2dfac3cf29480b2f,video-data/celebdf_v2/Celeb-synthesis/id19_id20_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,68ce175564b4b2f0,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,deac0c71065687b8,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,613514bbe3b1e45a,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,056823d981b06f1f,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,445a7dbcc668b931,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,0685739a219a6c25,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,9ef0be705bff77b9,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,07f2d37a4d47b7c6,video-data/celebdf_v2/Celeb-synthesis/id19_id21_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,bc2d4a98ccec1bfe,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,8f66aaed96ee0606,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,81994cf9c68c343d,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,70c479867087362d,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,3be04fd7a4630af5,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,4c95b9efea9a19fe,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,0e5bcbe32427ff7d,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,473b8f0b0ab4e1ec,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,3a6dc39a49d59600,video-data/celebdf_v2/Celeb-synthesis/id19_id22_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,d70b6de547920abb,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,e919d02e8baee89d,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,ddea87951d55e17d,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,311b741da3755700,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,c3a0de373296258c,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,560a3a10c38c3402,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f884863a3f3d584b,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,3e7a80f7fbbdcc42,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,815569d310cc191c,video-data/celebdf_v2/Celeb-synthesis/id19_id23_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,71a222d79bf8d8d9,video-data/celebdf_v2/Celeb-synthesis/id19_id24_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,52089bfb4a60ce20,video-data/celebdf_v2/Celeb-synthesis/id19_id24_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,1e675bee88c37c5f,video-data/celebdf_v2/Celeb-synthesis/id19_id24_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,3371b87e3f7a0767,video-data/celebdf_v2/Celeb-synthesis/id19_id24_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,a3cd9ade8cd98cb0,video-data/celebdf_v2/Celeb-synthesis/id19_id24_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,1e29b53d59af6d62,video-data/celebdf_v2/Celeb-synthesis/id19_id24_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,be4b45afaea56cce,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,35fdd76dd007b91d,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,62d50b7bfdc3dec8,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f5883e6c2c47b0c4,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,04f1259db28f0b68,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,4f1b519b96509038,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,7f7d2149464b586d,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,8a355106135383ea,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,cbcf072d58761059,video-data/celebdf_v2/Celeb-synthesis/id19_id25_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,ca4aa65384ec23ac,video-data/celebdf_v2/Celeb-synthesis/id19_id26_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,69a231102272f8df,video-data/celebdf_v2/Celeb-synthesis/id19_id26_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e40768ec61db216b,video-data/celebdf_v2/Celeb-synthesis/id19_id26_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,9b7ed329e01ef102,video-data/celebdf_v2/Celeb-synthesis/id19_id26_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,d3285743cdcdcdf2,video-data/celebdf_v2/Celeb-synthesis/id19_id26_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,d1a0a47ccea3dd74,video-data/celebdf_v2/Celeb-synthesis/id19_id26_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,ea22f0c4f035f871,video-data/celebdf_v2/Celeb-synthesis/id19_id26_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,cae84bde8f74e45a,video-data/celebdf_v2/Celeb-synthesis/id19_id27_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f57086b5653887c1,video-data/celebdf_v2/Celeb-synthesis/id19_id27_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,9017051f3225b14b,video-data/celebdf_v2/Celeb-synthesis/id19_id27_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,5d0475ef41e4115d,video-data/celebdf_v2/Celeb-synthesis/id19_id27_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,db25473527d471ab,video-data/celebdf_v2/Celeb-synthesis/id19_id27_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,988535cdcbe3cd65,video-data/celebdf_v2/Celeb-synthesis/id19_id27_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,46942a0694808ad2,video-data/celebdf_v2/Celeb-synthesis/id19_id27_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,3156038ff319cffa,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,54794e2f44e10cb5,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,512aa58566a1ca61,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,c617d5e5be4699d6,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,30464b9d5a1c1665,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,b7b0f0e83123cf9c,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,393d7e2e0ca599e6,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,6ea244b43895b5ea,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0008.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,b56c252232d9f722,video-data/celebdf_v2/Celeb-synthesis/id19_id28_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e38c4b304713a9a4,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,d4d63383733a5cad,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,5cedef0e832361bc,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,2e05ca2d15f3f226,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,d60fb7eea55048d6,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,c715b4986b2a554b,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,f74138117f47c499,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,d20084e76faa3c52,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,260ef87a1272bff5,video-data/celebdf_v2/Celeb-synthesis/id1_id0_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,580582fca7608424,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,ac06d93b908a6dd3,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e6566848db4d22ed,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,b9a3ee10346af27c,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,a085bd32d7bf6190,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,be59ef0fb3fb4577,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,122a1265375f1601,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,3d0fd190d021e502,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,467f62ac0237cceb,video-data/celebdf_v2/Celeb-synthesis/id1_id16_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,2ef02fa1484b56d7,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,836e03885eb66b96,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,067bc662ebb15027,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,6ea7ce594bb4770f,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,2be0359623511cf2,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,fbc6d8f2ee55be2a,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,1214c0f666eb3242,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,44761bdb4b3e16dd,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,d56542f8d6eedaea,video-data/celebdf_v2/Celeb-synthesis/id1_id17_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,47de07cc9926ee20,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,04f4983174c5a7a5,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,test,b181e1414370ad3c,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,abeb42d38dd03160,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,65efe51197c4dbb8,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,5c0e290180e8bde6,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0005.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,e431cb3db1fc3da9,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0006.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,bd3f5928eb03d3ab,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0007.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,1864bdcc43de0d3b,video-data/celebdf_v2/Celeb-synthesis/id1_id20_0009.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,bee411f92375e27d,video-data/celebdf_v2/Celeb-synthesis/id1_id21_0000.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,efc289f41157a03f,video-data/celebdf_v2/Celeb-synthesis/id1_id21_0001.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,4c9a3a3d14236d3c,video-data/celebdf_v2/Celeb-synthesis/id1_id21_0002.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,ac4b3db47248cc0b,video-data/celebdf_v2/Celeb-synthesis/id1_id21_0003.mp4,fake,celebdf_synthesis,celebdf,mp4
CelebDF-v2,train,aefa33142b1bb79f,video-data/celebdf_v2/Celeb-synthesis/id1_id21_0004.mp4,fake,celebdf_synthesis,celebdf,mp4
